Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
MQ,4143,BUF,ORD,2,895,115,1
AA,428,DFW,RDU,2,960,150,1
WN,215,PHX,BUR,2,815,85,1
WN,2397,DAL,AUS,4,805,50,1
9E,4043,GRR,MEM,1,710,113,1
WN,1029,LAS,LAX,5,1285,65,0
9E,3982,EVV,DTW,1,420,95,0
EV,4965,ATL,SDF,7,727,77,0
DL,1793,JFK,DTW,6,855,138,0
US,1710,CLT,MCO,2,782,98,0
OO,6592,MSN,ORD,4,1094,60,1
9E,4277,MEM,AMA,4,820,120,0
OO,6712,RNO,SFO,6,1039,69,1
DL,2875,MCI,MEM,4,985,86,0
US,56,ORD,PHL,2,360,119,0
OO,6445,LAX,TUS,5,1275,80,1
AA,179,JFK,SFO,5,595,390,0
XE,2374,DAL,IAH,7,780,65,0
OO,4770,SLC,CPR,5,1303,70,1
YV,7295,ATW,ORD,4,568,54,0
F9,191,DEN,DAY,6,645,155,0
OO,6440,LAX,COS,4,905,131,0
US,1678,TPA,DCA,3,435,125,0
FL,1585,BKG,ATL,1,1056,94,1
OO,4484,LAX,SAN,5,1290,46,1
HA,157,OGG,HNL,1,735,34,0
AA,407,ORD,STL,7,405,65,0
F9,609,IND,DEN,5,1195,165,0
WN,2903,BWI,BUF,7,1235,65,1
FL,995,MKE,BOS,1,465,130,0
EV,7331,GSO,ATL,6,684,91,0
OO,6446,SMX,LAX,2,1087,55,0
EV,5343,ATL,OKC,4,535,143,0
WN,525,LAX,AUS,1,580,170,1
9E,3761,ITH,DTW,3,1000,94,0
HA,303,HNL,LIH,2,535,37,0
XE,2770,IAH,PBI,3,825,144,0
WN,335,SLC,MDW,3,940,195,0
MQ,2955,DFW,MAF,7,590,75,0
DL,2003,MSP,SMF,5,555,243,0
OO,4757,SLC,OMA,4,585,144,0
DL,377,BDL,DTW,4,355,130,0
WN,257,HOU,AUS,2,1055,45,1
9E,4227,JFK,RIC,7,1235,130,0
MQ,2942,DFW,CMI,3,1170,115,1
OO,6326,ELP,ORD,4,794,177,1
WN,973,SJC,DEN,1,400,145,0
US,763,PHL,MIA,3,595,186,0
US,1510,CLT,PHL,4,454,97,0
9E,3703,MEM,ICT,4,825,100,0
YV,1026,LIH,HNL,2,726,29,1
WN,245,BWI,PHX,2,440,320,0
YV,2616,CLT,RIC,2,456,63,1
FL,536,ATL,MEM,3,535,84,1
WN,680,SAN,SJC,5,710,80,0
DL,2975,ATL,SAT,1,905,166,1
WN,2980,PHX,RDU,3,660,235,0
WN,404,MKE,TPA,4,925,170,1
AA,1241,PIT,DFW,7,415,205,0
US,119,KOA,PHX,6,1425,349,0
OO,4649,BZN,SLC,4,1057,73,0
AS,347,OAK,SEA,5,420,120,0
OH,6458,RDU,BOS,1,765,124,0
B6,194,LAS,JFK,1,840,293,0
XE,2180,CLE,CLT,3,1140,93,1
UA,956,ORD,BWI,6,980,113,1
WN,1614,MDW,DTW,1,985,70,1
EV,5220,AEX,ATL,3,1007,107,0
MQ,2978,JAN,DFW,2,750,90,1
OO,4566,SLC,RDM,3,1304,93,0
YV,2929,MCI,PHX,7,1079,177,0
AS,578,PDX,SAN,5,625,143,1
DL,1500,ATL,BOS,2,1290,149,0
CO,611,EWR,IAH,3,330,233,0
US,574,PHX,TPA,5,970,230,1
US,1667,PIT,CLT,5,935,92,0
AA,2265,PHL,ORD,7,450,160,0
UA,395,SEA,SFO,3,450,136,0
FL,1580,ATL,BKG,4,610,114,0
OO,6249,SAT,LAX,2,853,197,0
AS,731,IAH,SEA,2,1105,285,0
CO,530,EWR,JAX,5,420,165,0
US,1749,ORD,PHL,3,580,115,0
WN,217,PBI,BWI,4,740,140,1
XE,2617,PVD,EWR,4,1027,78,0
CO,458,IAH,DCA,6,775,165,1
XE,2086,LIT,EWR,1,400,165,0
XE,3104,CRW,IAH,3,1075,171,1
MQ,4455,JFK,DCA,7,960,90,0
US,1106,CLT,PHL,4,680,95,1
EV,7354,ATL,FAY,5,650,76,0
OO,6226,SMF,SFO,2,855,47,0
DL,2679,IAD,ATL,7,1127,123,1
AA,1646,DFW,MIA,2,650,155,1
AS,41,ANC,BET,3,420,78,0
US,1978,IAH,CLT,7,940,148,1
WN,1903,HOU,DEN,6,685,150,0
DL,2043,EWR,ATL,4,435,160,0
US,55,PHL,ORD,3,1235,138,0
MQ,2973,DFW,MOB,3,1105,90,0
OO,6674,GUC,DEN,7,435,51,1
9E,3723,ATL,DSM,3,1290,144,0
9E,3959,DTW,MDW,5,455,87,1
DL,1888,LAS,MEM,1,480,190,1
WN,3925,RDU,TPA,3,1090,110,1
US,847,PVD,PHL,4,435,89,0
UA,901,SFO,SAN,2,1190,96,0
XE,2338,EWR,RIC,2,1290,81,1
XE,2119,MCI,IAH,5,622,118,1
AS,658,PDX,SJC,4,380,108,0
MQ,2716,DFW,EVV,2,895,110,0
OO,6424,ORD,MKE,4,715,42,0
OH,6773,MSP,CMH,6,545,109,0
WN,718,MDW,SJC,3,1145,295,1
WN,1289,GEG,SEA,1,360,70,0
CO,539,MIA,EWR,1,1025,188,1
EV,5479,LFT,ATL,6,360,120,0
XE,5984,ORD,GRR,3,538,48,0
MQ,3867,DTW,ORD,4,475,95,1
UA,721,DEN,SFO,3,697,176,1
UA,415,MSY,DEN,7,420,184,0
EV,5262,DCA,BOS,7,835,93,0
WN,851,LAS,LAX,7,935,65,1
XE,5926,SAV,ORD,6,692,150,1
AA,2352,DFW,ORD,1,845,135,1
OO,4586,SLC,OMA,4,830,144,1
MQ,4348,XNA,ORD,2,675,105,0
YV,7265,PIT,ORD,3,821,93,1
9E,3791,DLH,MSP,5,914,60,1
OH,6543,LGA,BHM,4,720,181,1
OH,6274,IND,MSP,7,575,123,0
DL,1899,BNA,ATL,5,952,72,1
OO,4479,SLC,LAS,1,1310,81,0
DL,2280,STL,ATL,2,360,110,0
AA,647,STL,LAX,1,1260,255,0
MQ,3851,ORD,ATL,5,635,120,0
WN,1139,BWI,BOS,2,975,85,1
UA,423,MCO,DEN,1,1079,249,0
UA,572,DEN,OMA,4,1240,87,1
DL,2809,CVG,FLL,7,680,159,0
DL,749,JAC,SLC,5,420,57,1
EV,5035,ATL,MOB,2,1052,80,0
AA,2464,DFW,OKC,2,875,55,1
OO,6876,GEG,SEA,3,521,72,0
YV,2664,SAT,CLT,2,785,157,0
DL,2345,CVG,LAS,4,555,269,1
XE,2092,DCA,EWR,7,660,64,0
UA,7,JFK,SFO,2,490,404,0
CO,61,EWR,IAH,2,830,239,1
OO,7028,COS,DEN,1,460,50,0
WN,972,SNA,OAK,5,940,85,1
US,1509,TPA,CLT,5,515,100,0
B6,749,MCO,SJU,4,1425,154,0
WN,1339,PHX,SMF,6,835,125,1
WN,748,MCO,BWI,1,1105,125,0
XE,2501,IAH,ELP,6,715,113,1
US,1992,CLT,PVD,6,980,115,1
US,656,PHX,SNA,1,1270,80,1
EV,5252,TLH,FLL,1,1135,84,1
FL,1090,MCO,IND,7,1259,139,1
EV,7079,DTW,IAD,4,877,90,1
UA,35,SFO,OGG,7,562,315,0
WN,1270,SMF,SAN,3,365,90,1
EV,5593,MOB,ATL,7,940,78,1
WN,2060,DEN,BDL,6,975,225,1
EV,5293,BQK,ATL,7,455,80,0
B6,278,SFO,FLL,4,1375,308,1
OO,6988,COS,DEN,5,844,40,0
AA,76,LAX,IAD,3,570,285,0
AS,673,DEN,SEA,5,1055,177,0
AA,1482,MIA,BOS,3,610,185,1
WN,1159,SLC,OAK,2,1205,125,1
MQ,4036,ORD,LEX,4,1140,80,1
WN,238,SAN,SMF,4,895,95,1
DL,64,LAS,ATL,6,736,232,0
DL,2614,SEA,MSP,5,900,195,0
DL,2422,MIA,MSP,4,785,231,1
WN,639,DEN,AMA,6,840,70,1
WN,3311,MSY,HOU,4,1240,70,0
AA,1649,DFW,ONT,6,795,190,1
WN,2821,PHX,HOU,3,640,150,1
OO,6547,PSP,SFO,5,637,91,0
AA,1584,LAS,DFW,7,360,160,0
OO,6471,ABQ,LAX,4,360,121,0
DL,2392,PHX,MSP,3,742,187,0
AA,2098,ORD,BOS,3,935,130,1
HA,173,HNL,LIH,4,783,38,1
US,634,PHX,PIT,1,965,229,0
WN,3662,TPA,BWI,5,1035,130,1
9E,4266,FSD,MSP,3,518,67,1
XE,2276,IAH,CVG,1,1010,135,0
YV,2697,AUS,PHX,4,1124,156,0
AA,1763,MIA,ORD,3,800,200,0
WN,1021,TPA,LAS,3,970,315,1
AS,313,SFO,SEA,6,1050,120,1
DL,2151,ATL,JAX,6,570,74,1
WN,2382,DEN,ABQ,5,1005,75,1
WN,1218,ABQ,LAS,4,410,100,1
EV,7072,MHT,IAD,3,860,110,1
OO,4450,IDA,SLC,4,810,51,0
DL,9,ATL,TPA,3,1230,91,1
DL,2247,LGA,ATL,2,840,160,0
B6,547,EWR,PBI,5,1049,173,1
AA,1725,IND,DFW,3,1175,145,0
WN,49,DAL,HOU,1,1110,60,1
DL,1575,IND,ATL,4,424,116,0
UA,949,ORD,LAS,5,1077,249,1
DL,2542,ATL,EWR,4,895,143,1
WN,186,BNA,BHM,5,1060,50,1
AA,1172,PHX,ORD,7,565,205,0
AA,1150,SNA,ORD,3,705,240,1
DL,78,MCO,JFK,4,840,165,0
OO,6665,DEN,EUG,6,1120,171,0
DL,2388,MEM,ATL,4,1110,85,0
DL,322,LAS,JFK,7,1319,291,1
XE,2016,EWR,ORF,5,695,75,0
UA,717,DEN,LAS,7,957,121,0
DL,1758,CHS,ATL,7,385,79,0
B6,1051,JFK,PIT,4,490,97,1
OO,4761,SLC,PSP,3,675,99,0
AS,553,PSP,SEA,3,1125,164,0
AA,324,DFW,BNA,7,1315,95,0
AA,1701,DFW,SAN,4,845,190,1
EV,5579,GSP,ATL,2,1064,66,1
OO,4702,LGB,SLC,6,780,106,1
MQ,3641,MIA,CMH,1,1045,160,1
WN,1091,DAL,ELP,4,400,110,1
B6,240,LGB,OAK,5,415,78,0
OO,6697,MKG,ORD,4,360,53,0
EV,5422,DEN,MEM,1,940,130,0
EV,5371,ATL,SGF,4,825,117,1
FL,520,TPA,BWI,4,680,126,0
DL,2064,MSP,DCA,4,1055,148,0
AA,2463,ORD,MCI,4,490,90,0
9E,3703,MSP,FSD,4,925,62,0
XE,3059,IAH,MOB,5,460,80,1
OO,6876,DEN,PDX,4,507,172,0
XE,3032,IAH,CLT,6,455,135,0
HA,207,KOA,HNL,4,729,42,1
DL,1425,ATL,TPA,1,1145,94,1
B6,102,JFK,BUF,4,1019,94,0
WN,1514,LAX,DEN,5,1100,135,1
EV,5407,ATL,AGS,7,1374,51,1
WN,796,OAK,LAS,2,980,85,0
WN,237,SLC,BWI,2,740,245,0
XE,2145,OMA,IAH,5,841,140,1
UA,525,ORD,DTW,5,884,76,1
DL,1320,ATL,CLT,1,1140,81,1
WN,59,DAL,HOU,3,1260,60,1
OO,4602,FCA,SLC,3,1020,95,0
9E,3847,ROC,DTW,1,764,91,0
WN,752,DEN,RDU,5,1020,195,1
B6,671,JFK,LAX,2,460,366,0
WN,1096,SMF,LAS,3,770,80,1
MQ,4428,BOS,LGA,4,860,80,0
OH,6413,MEM,DFW,6,1170,112,0
WN,1687,SLC,PHX,5,595,100,1
WN,603,ALB,BWI,2,765,75,1
CO,216,EWR,MSY,1,1200,214,1
OH,6628,DFW,CVG,5,420,133,0
WN,903,MDW,FLL,3,1135,180,1
OO,6833,PDX,SEA,7,583,54,1
B6,684,DCA,BOS,6,855,83,0
UA,9,DEN,SAN,2,1305,146,0
XE,2214,IAH,BHM,2,1055,95,0
AA,1742,TUS,DFW,3,695,130,0
AA,270,HNL,LAX,3,500,330,0
OO,6828,DEN,DRO,5,610,64,0
DL,1212,OGG,LAX,1,1355,310,0
AA,1166,DFW,PHL,5,780,195,1
XE,3137,IAH,LEX,1,1195,130,1
WN,1399,DAL,AMA,4,465,70,1
EV,5157,ATL,XNA,1,515,123,0
DL,2137,MEM,DTW,4,505,115,0
FL,939,JAX,ATL,7,761,75,0
OO,6438,GJT,DEN,1,378,60,0
OO,7052,DEN,BOI,3,502,128,0
OO,6288,LAX,MRY,6,718,65,0
B6,83,JFK,SEA,3,795,374,1
DL,127,JFK,SFO,3,915,408,1
DL,1634,JFK,ATL,5,690,158,1
OH,6501,RDU,MCO,2,700,120,0
MQ,2718,DSM,DFW,7,600,125,1
MQ,4260,BWI,ORD,2,360,140,0
WN,154,BWI,ALB,5,545,70,1
XE,2380,IAH,AVL,6,775,121,1
OH,6439,CVG,IAH,1,990,173,1
OO,7044,DEN,MAF,6,630,96,1
XE,2154,LBB,IAH,2,800,92,0
US,1042,TPA,PHL,4,855,149,0
UA,6,SFO,JFK,4,425,335,0
AA,1214,STL,LGA,6,665,145,0
WN,1306,ABQ,LAS,5,785,95,0
WN,2131,FLL,HOU,5,990,180,1
MQ,2977,DFW,CSG,5,765,115,1
CO,460,EWR,SAT,2,1175,276,1
UA,870,SFO,JFK,7,785,344,0
WN,661,MDW,ORF,1,780,120,0
OO,6960,PDX,RDM,5,670,38,0
WN,315,PHX,LAS,3,1060,70,1
AS,458,SEA,LAX,3,540,154,1
DL,1245,SLC,JAC,2,1210,69,1
FL,1012,TPA,DAY,3,1180,134,1
YV,2635,CLT,MCI,7,470,162,1
US,526,MCI,PHX,1,900,171,0
OO,6851,FAT,LAS,6,630,80,0
CO,1179,EWR,ORD,4,405,160,0
OO,6527,COS,ORD,3,830,148,1
WN,402,DEN,OAK,3,515,175,1
B6,18,FLL,JFK,5,616,158,1
UA,603,DCA,ORD,4,420,127,0
WN,3094,SFO,LAS,6,870,95,1
EV,5427,ATL,GNV,3,1152,77,0
MQ,2793,FSD,DFW,3,465,150,0
AA,533,DFW,SAN,3,1330,190,1
XE,2576,IAH,BHM,6,660,94,0
DL,2554,SFO,DTW,3,1365,272,1
OO,7774,SLC,SGU,5,920,81,1
EV,5200,MEM,ATL,3,1185,83,0
WN,250,FLL,MCO,1,390,55,1
US,997,CLT,CHS,5,868,54,1
WN,869,TUS,DEN,3,445,115,1
9E,4290,SBN,ATL,7,604,115,1
HA,7,LAS,HNL,3,540,385,0
OO,6377,CPR,DEN,2,765,55,0
OO,6977,ORD,SLC,2,1205,207,1
CO,191,MIA,IAH,1,535,164,1
OO,6330,DEN,SAT,5,620,128,0
MQ,4529,BOS,JFK,5,1110,90,0
WN,1097,ABQ,PHX,7,1010,80,1
DL,1628,ATL,MDW,3,1295,117,1
WN,814,HOU,DEN,4,945,155,1
US,1735,LAX,CLT,6,465,265,0
B6,619,JFK,JAX,3,1250,157,0
XE,2873,IAH,AMA,1,1120,110,1
AA,1283,MIA,ORD,5,1160,195,1
OO,4802,SLC,MEM,2,523,190,1
WN,1657,DAL,MCI,1,625,85,1
WN,894,ORF,BWI,2,845,55,1
US,454,BWI,PHX,3,1020,311,1
XE,3024,HRL,IAH,7,330,64,0
OO,6571,SEA,PDX,3,983,48,0
WN,742,PHX,SLC,4,995,95,1
MQ,2983,CSG,DFW,6,970,155,1
WN,1002,LGA,BWI,5,440,70,0
US,399,CLT,LAS,1,800,298,0
AA,1030,DFW,XNA,4,990,65,0
EV,5016,SHV,ATL,1,606,104,0
DL,1960,CLT,ATL,2,790,78,1
DL,1886,ATL,LGA,4,640,136,1
XE,2774,DAY,EWR,4,1110,113,1
DL,1706,LAX,DTW,1,688,267,1
WN,3677,OAK,DEN,3,370,155,1
OO,6536,ABQ,LAX,3,405,125,0
B6,1120,FLL,BUF,4,882,176,1
DL,1206,IAH,ATL,5,1079,131,0
CO,223,SEA,IAH,2,365,240,1
WN,11,MAF,DAL,4,480,70,0
WN,899,MCO,LAS,5,480,325,1
MQ,3059,FAT,LAX,2,925,65,0
MQ,4157,BNA,ORD,6,1120,105,0
9E,4337,ATL,SGF,2,1170,116,0
OO,6411,SBP,LAX,7,869,61,0
UA,882,ORD,BOS,7,962,136,1
OO,4561,SLC,SJC,3,905,114,1
OO,4708,LAX,SLC,7,1290,104,0
DL,2314,ATL,BDL,4,1071,145,0
AA,696,DFW,MIA,2,1015,165,0
OO,4835,IDA,SLC,4,1090,53,1
DL,1516,ATL,MIA,6,725,112,1
US,1723,CLT,FLL,5,1100,122,1
AA,1275,SDF,DFW,5,950,145,0
AS,622,PDX,LAS,6,810,130,0
UA,94,PHX,SFO,3,859,128,0
EV,5200,MEM,ATL,4,1185,83,1
WN,1001,PDX,MCI,1,530,200,1
AS,563,LAX,PDX,7,510,148,0
WN,1436,LAS,SNA,5,1055,65,1
XE,2081,EWR,BNA,5,780,154,1
US,1094,PHL,RDU,3,825,79,1
XE,2445,BOS,CLE,3,370,125,0
EV,4952,ELP,ATL,4,819,176,0
OO,6972,BFL,LAX,1,550,52,0
WN,2004,BWI,MDW,1,645,130,1
OO,6520,ORD,MBS,3,795,60,0
AA,1145,BWI,DFW,3,555,220,0
YV,7289,ORD,MEM,5,960,102,1
B6,1053,JFK,PIT,4,899,108,1
AS,5,DCA,LAX,5,550,355,0
FL,420,ATL,PNS,6,1340,75,0
US,1697,CLT,RSW,6,985,115,0
DL,2246,HNL,SEA,5,1345,339,1
OO,4596,SLC,RDM,4,915,103,1
OO,7770,SGU,SLC,3,531,84,1
WN,3328,STL,DAL,4,495,110,1
UA,83,LAX,HNL,3,901,353,1
B6,165,JFK,PDX,3,1139,384,1
EV,5048,CAE,ATL,3,435,89,1
FL,290,HOU,ATL,6,365,120,0
WN,5,SDF,STL,6,840,70,0
OO,6574,RDM,DEN,1,688,136,0
UA,917,IAD,SEA,5,1035,358,0
DL,2173,ATL,MIA,1,650,115,1
OO,6408,SFO,EUG,2,868,91,1
AA,1120,MSP,ORD,3,700,90,1
WN,1263,SJC,PHX,1,575,105,1
WN,2986,HRL,HOU,4,1155,60,0
WN,249,LAX,SAT,2,490,165,1
FL,943,BWI,ROC,7,696,66,0
UA,551,ORD,LAS,1,715,249,0
MQ,4174,BUF,ORD,2,390,120,0
XE,5959,IAD,TYS,7,482,93,0
F9,487,MCO,MKE,7,727,169,0
WN,1864,TUL,HOU,6,420,95,0
UA,473,ORD,SNA,1,1206,269,0
XE,2297,MKE,CLE,1,490,72,0
9E,4199,MEM,ECP,5,1175,85,0
YV,2650,CHS,CLT,1,770,66,0
B6,157,JFK,MCO,1,1195,173,0
UA,21,PIT,DEN,7,943,226,0
WN,414,SMF,SNA,7,1180,85,1
OH,6306,IAD,DTW,5,745,119,0
WN,2193,RSW,MCO,7,460,45,0
WN,736,HOU,MDW,5,1095,150,1
WN,793,MDW,JAN,7,660,120,1
DL,1076,MEM,MCO,4,870,120,0
DL,1663,SLC,SAN,4,677,114,1
UA,694,ORD,LGA,5,1260,119,0
DL,1161,ATL,SNA,4,1135,303,1
OO,4512,SLC,SFO,4,1005,122,1
DL,2699,MSP,PHX,6,685,204,0
OO,4656,MSP,LEX,1,1155,120,1
B6,1121,RIC,FLL,4,565,136,0
AA,1938,MIA,TPA,5,715,60,1
OH,6274,MSP,DLH,1,675,55,1
AA,1763,MIA,ORD,5,800,200,1
UA,464,ORD,DSM,2,1260,82,0
OO,6376,RAP,DEN,3,956,72,1
XE,5891,ORD,ATW,2,1022,50,1
WN,2313,PHL,MCO,6,720,160,0
WN,1708,MDW,JAN,6,880,120,1
CO,47,IAH,LAX,3,1150,230,1
XE,5905,ABE,ORD,5,360,136,0
9E,3692,DTW,CMH,1,615,65,1
DL,2523,ATL,HNL,4,650,620,0
WN,414,BWI,STL,1,805,145,1
OH,6377,CVG,SDF,1,810,52,0
OO,6305,DEN,PSP,7,912,134,1
MQ,3346,SDF,DFW,5,725,150,1
MQ,3773,DEN,ORD,6,1085,135,1
B6,985,JFK,FLL,3,1090,193,1
HA,124,LIH,HNL,2,520,30,0
CO,733,LGA,IAH,2,449,240,1
OH,6497,BNA,MEM,1,690,69,1
XE,5939,PIA,ORD,2,1102,58,0
US,415,PHX,SFO,4,1270,129,1
DL,1269,DTW,MCI,1,915,134,1
HA,30,OGG,SEA,5,970,325,1
WN,562,OAK,LAX,4,1220,75,1
CO,1601,EWR,FLL,4,890,182,1
MQ,3945,ORD,PIT,6,1240,90,1
AA,1032,DFW,MCI,5,720,90,0
DL,691,RIC,ATL,5,940,110,0
AA,133,JFK,LAX,4,930,390,1
AA,2502,DFW,BNA,2,1025,100,1
9E,3857,CVG,MSY,6,555,143,1
XE,2161,EWR,PIT,7,1235,99,1
OO,6254,FAT,SFO,3,465,67,0
FL,112,DFW,ATL,5,725,125,0
WN,852,LAX,SMF,4,805,80,1
YV,7285,ORF,IAD,7,901,74,0
US,660,PHX,SNA,4,1070,77,1
AA,154,ORD,BOS,5,1070,135,1
UA,227,OMA,DEN,7,525,112,0
US,1433,CLT,LAX,6,600,331,0
XE,2035,IAH,PIT,2,440,161,1
AA,268,SEA,JFK,3,435,315,0
DL,2299,ATL,DTW,6,1000,124,0
YV,1015,HNL,OGG,1,835,35,0
F9,796,PDX,DEN,5,900,143,1
EV,5053,ATL,VLD,5,1245,65,0
WN,293,CMH,TPA,7,760,135,1
OO,6561,DEN,GTF,4,1318,118,1
EV,5061,ATL,SGF,6,821,119,0
OO,6507,CIC,SFO,5,1069,59,0
WN,1235,MCI,BNA,4,460,95,0
MQ,4586,MSP,LGA,4,525,160,1
MQ,4526,CMH,LGA,7,625,110,1
WN,377,PHX,PDX,7,1145,175,1
YV,2911,PHX,PSP,6,660,71,0
EV,5568,PIT,ATL,7,795,125,1
OO,6651,RNO,LAX,5,635,86,1
OO,4776,SLC,PSC,7,916,99,0
WN,660,LAX,PHX,5,1295,75,0
WN,201,HOU,MCO,4,475,125,1
HA,120,HNL,KOA,4,526,42,0
OO,6987,ORD,DLH,6,779,87,0
WN,1268,MKE,LAS,3,980,245,1
MQ,3809,ABQ,ORD,6,795,160,1
WN,981,LAS,BUR,3,950,65,1
WN,3245,LAS,SJC,6,800,85,1
OO,6423,SEA,PDX,4,1240,46,1
AA,1140,DFW,ATL,7,475,125,0
OH,6298,CVG,DTW,4,800,84,0
WN,2338,PHL,TPA,5,660,180,0
WN,1956,MSY,HOU,1,945,75,1
WN,1378,STL,MCO,3,1015,135,1
AS,686,PDX,ORD,3,610,244,1
XE,5890,GRR,ORD,3,622,59,0
DL,315,ATL,MCI,5,790,130,0
DL,1754,LAX,ATL,3,695,257,1
HA,307,KOA,HNL,1,1205,42,1
DL,431,ATL,CLT,1,970,76,0
XE,2241,MOB,IAH,1,565,94,1
OO,6320,LAX,SAN,5,372,48,1
AS,153,OME,ANC,4,1267,88,1
AS,690,SEA,GEG,7,720,60,0
OO,7034,MCI,SFO,3,497,238,0
US,1042,TPA,PHL,3,860,149,1
WN,2602,RDU,DEN,7,410,250,1
DL,1434,ATL,JAN,5,1365,79,0
WN,1104,BHM,BNA,2,535,50,1
XE,2376,IAH,ICT,6,1090,99,0
US,517,PHX,OMA,2,1185,152,1
AS,635,PHX,SEA,7,1020,185,0
UA,875,DEN,SEA,3,510,183,0
OO,4565,OAK,SLC,7,365,101,0
WN,710,SJC,AUS,4,1100,200,0
DL,2525,MSP,PDX,5,555,232,1
B6,607,PWM,JFK,7,695,74,0
YV,2863,PHX,FLG,4,1255,62,0
DL,1888,LAS,MEM,6,480,190,0
WN,1513,SFO,PHX,6,815,115,0
HA,113,HNL,LIH,3,376,35,0
XE,5915,ICT,ORD,4,637,109,1
UA,214,IAH,ORD,3,392,153,0
B6,27,BTV,JFK,3,762,77,1
AA,695,JFK,AUS,4,945,260,0
UA,437,DEN,MSY,6,992,159,0
WN,134,TPA,BWI,3,995,130,0
DL,1272,ATL,SRQ,3,525,102,0
B6,107,BUF,JFK,1,350,83,0
AS,471,LAX,SEA,4,1110,166,1
OO,4676,MSP,IAD,3,910,148,0
UA,745,DEN,PDX,7,1146,177,0
AA,2401,DFW,LAX,1,390,205,1
AA,2222,SFO,DFW,5,565,210,0
XE,5912,ORD,CLE,7,1042,76,0
XE,2710,DCA,EWR,3,1260,72,0
AA,1082,LAS,ORD,4,740,220,0
UA,599,MDT,ORD,6,420,126,0
WN,3412,MDW,MCO,1,420,160,0
UA,464,ORD,DSM,3,1255,82,1
EV,5482,ATL,CRW,3,895,78,1
AA,2454,DFW,SAT,7,1355,60,1
OO,4844,SLC,RAP,3,1025,98,0
AA,1770,DFW,EWR,5,835,215,1
OO,6528,LAX,PHX,4,1020,79,0
FL,290,HOU,ATL,7,365,125,0
XE,2091,CVG,IAH,3,395,164,0
WN,157,BNA,TPA,3,1105,105,1
EV,5145,TUL,ATL,1,653,117,1
MQ,3729,PHL,ORD,4,1185,145,1
UA,259,MCO,DEN,5,695,253,0
UA,388,TPA,DEN,5,433,252,1
B6,567,SWF,FLL,1,929,191,0
OO,6239,GRB,ORD,3,1100,60,1
UA,205,BOS,IAD,2,500,107,0
AA,1787,JFK,TPA,7,1020,185,0
WN,513,ORF,MDW,5,590,140,1
UA,967,IAD,LAX,2,1000,354,0
WN,1483,BUR,SJC,5,555,65,1
WN,818,DEN,BNA,3,635,150,1
HA,169,KOA,OGG,3,760,31,0
US,1019,CLT,MIA,2,600,131,1
AS,11,EWR,SEA,5,450,375,0
B6,587,HPN,FLL,3,869,183,1
US,1488,CLT,BOS,4,970,120,0
AA,1672,DFW,MIA,4,1110,155,1
EV,7067,GSO,IAD,4,907,67,1
DL,1077,MSP,TUS,4,675,200,1
AA,2299,DTW,MIA,6,360,190,0
FL,865,MCO,EYW,1,666,68,0
MQ,2727,CLE,DFW,7,835,185,1
WN,1114,BWI,LGA,5,540,60,1
WN,944,ONT,PHX,5,460,70,1
FL,23,MDW,ATL,5,627,106,1
WN,1795,PHX,SNA,2,1240,75,1
WN,3930,LAX,ABQ,1,450,105,1
UA,507,ORD,DFW,3,396,158,0
OO,4752,ABQ,SLC,5,1135,93,0
XE,5995,PIA,ORD,3,1100,58,1
WN,1127,STL,MSP,3,590,95,1
AS,650,PDX,PHX,2,830,154,0
AS,474,SEA,LAX,6,1055,157,1
DL,2610,DFW,ATL,5,420,130,1
DL,1663,SLC,SAN,5,677,114,0
OO,6328,TUS,DEN,2,529,120,0
WN,188,RNO,PDX,7,1105,90,1
FL,132,TPA,ATL,7,380,95,0
YV,7305,CLT,IAD,6,371,79,0
WN,997,PHX,BOS,7,645,300,0
OH,6453,CVG,RIC,2,1135,99,0
OH,6443,CVG,BNA,5,990,69,1
OO,6300,LAX,PSP,2,510,53,1
EV,5055,ATL,CHO,4,1233,91,0
9E,3667,DTW,FNT,2,910,47,1
XE,2718,BWI,EWR,6,360,57,1
CO,224,CLE,EWR,3,678,101,1
CO,249,FLL,IAH,3,1050,174,1
B6,562,FLL,SWF,5,1165,171,0
WN,1961,PIT,PHL,6,685,75,1
YV,2689,CLT,SDF,5,1069,93,0
XE,3091,DFW,IAH,5,1000,72,1
MQ,3798,ORD,ABQ,3,1170,190,0
AA,1334,SJU,BOS,6,880,245,0
OO,6760,DEN,ATL,2,1053,163,1
XE,2182,COS,IAH,3,845,129,0
OO,4607,SLC,MCI,1,622,151,1
US,1680,TPA,DCA,4,520,124,0
CO,37,EWR,MCO,5,809,171,0
MQ,2720,DSM,DFW,6,695,125,1
OO,6234,DFW,LAX,3,799,205,1
EV,5350,ATL,BTR,1,1148,102,0
UA,875,ICT,DEN,2,399,101,0
WN,1740,TPA,ALB,6,645,165,1
B6,248,LGB,OAK,1,837,76,0
US,455,PHX,SLC,4,510,97,0
B6,740,PSE,JFK,5,363,237,0
OO,7778,SLC,SGU,4,1185,80,1
9E,4273,GSP,ATL,4,515,84,0
UA,339,DEN,SEA,6,686,183,0
WN,321,BWI,PVD,3,905,70,0
FL,806,BOS,BWI,1,390,90,0
XE,3122,MSY,IAH,1,433,77,0
AS,307,PSP,SFO,2,420,89,1
